AVzAZOUlmhia5XS5OxXx	I ' m at Yuri Restaurante in Sao Paulo , São Paulo https://t.co/4SegFrx4IU 	 Nao
AVzAZBPjmhia5XS5OjQE	Nem não entendeu a grandeza do São Paulo ainda , me parece 	 Sim
AVzAZpZNmhia5XS5PPyg	A Paulista é o melhor lugar de São Paulo , como eu amo aquele lugar 	 Nao
AVzAYU51mhia5XS5NwTv	CRUZEIRO E SÃO PAULO , agora sim vamos testar nosso time 	 Sim
AVzAZNdGmhia5XS5Owm_	Lembranças de um carnaval incrível 🍷 💚 #BlocoDaCatuaba @ São Paulo , Brazil https://t.co/uSzbqh1Hv4 	 Nao
AVzAZqjumhia5XS5PROl	Férias dia 9 : missão São Paulo concluída com sucesso @ Avenida Paulista https://t.co/8dUCuFffmi 	 Nao
AVzAYwcPmhia5XS5OQrX	GREVE ? SINDICATO TOMA MULTA MILIONÁRIA EM SÃO PAULO . DÁ - LHE DÓRIA https://t.co/NBXWSdFtCp via @YouTube 	 Nao
AVzAYMX5mhia5XS5NmbL	A copa do Brasil esse ano é do São Paulo . Manda um alo pro Rui e Carla #CopaDoBrasilFOXSports 	 Sim
AVzAZlSHmhia5XS5PKq1	São Paulo SEGUE O LIDER @FifthHarmony #SquadGoals #Harmonizers @radiodisney https://t.co/TFgNDQTkYs 	 Nao
AVzAYmrGmhia5XS5OFMz	#imoveis Lançamentos de imóveis em São Paulo caem 23% em 2016 com demanda fraca https://t.co/mFXzMXM7wv 	 Nao
AVzAZsyPmhia5XS5PUGv	AUXILIAR ADMINISTRATIVO / PCD / R $ 1.350 , 00 / SÃO PAULO https://t.co/A7Z9Nr58No 	 Nao
AVzAZx6xmhia5XS5PZSs	é de qual cidade ? — São Paulo https://t.co/CXoJZJ4iRF 	 Nao
AVzAYoYVmhia5XS5OHbV	I ' m at Pedreira in São Paulo , SP w / @cristiano2555 @bonfimvaldomiro https://t.co/gymM0RZyOp 	 Nao
AVzAYd0cmhia5XS5N6_W	Brasil botons boton pins crachas ( 31 ) 3032-8355 #Botons # BH Sao Paulo https://t.co/xSEfdNS3po ( 11 ) 2877-8408 Bo … https://t.co/0bb180Iqwl 	 Nao
AVzAZdw2mhia5XS5PCPp	Uhuuul , mais uma cobertura em cima do São Paulo ( humor ) WebM 360pMP4 ... https://t.co/aSpNrdcR9j https://t.co/cwe9dKauUi 	 Sim
AVzAaUMQmhia5XS5QBhc	Adicionei um vídeo a uma playlist @YouTube https://t.co/EB81t0gwpz Globo Internacional - Ponte Preta x São Paulo - 	 Sim
AVzAZqqdmhia5XS5PRYI	Doria estende prazo para criação de vagas em creches em São Paulo https://t.co/Yvrmc9jtXl https://t.co/l3u6fL8EB7 	 Nao
AVzAZ-Hjmhia5XS5PoBR	São Paulo 4 x 1 Santo André , Melhores Momentos , Paulistão 2017 https://t.co/EZRGDImZzc 	 Sim
AVzAab2xmhia5XS5QJzT	" A verdade é que o São Paulo treme para um time de escudo verde " https://t.co/6ulOYJQef0 	 Sim
AVzAaEVVmhia5XS5PuZv	são paulo é uma vergonha time filho da puta 	 Sim
AVzAZApWmhia5XS5Oik2	GUILHERME MARTINEZ FAZ SUCESSO EM SÃO PAULO COM MUSICA NA NOVELA .. ALFHAVILE 	 Nao
AVzAZb6Kmhia5XS5PAIb	Thaynara OG no São Paulo Fashion Week https://t.co/ipNobAW5AG 	 Nao
AVzAZDG3mhia5XS5Olkq	Alô São Paulo estou chegando em ! 	 Nao
AVzAaWH_mhia5XS5QDAG	Aprender para crescer . ( at @ComSchoolBr in São Paulo , SP ) https://t.co/wOiOJLkpMw 	 Nao
AVzAaNnCmhia5XS5P5Ia	Escola para filhos de super ricos e bilionários irá abrir unidade em São Paulo https://t.co/KJteIIJ9Sj 	 Nao
AVzAZ4mBmhia5XS5PhAn	Camisa titular do São Paulo FC 2017 terá batimentos cardíacos da torcida https://t.co/cFHYxGeNd7 	 Sim
AVzAYXCbmhia5XS5NzM_	👻 😳 #PARTE2 @ Santana ( district of São Paulo ) https://t.co/R7hjFPcag0 	 Nao
AVzAaTZcmhia5XS5QAf6	PRIMEIRA DELEGACIA DE CRIMES CONTRA ANIMAIS EM SÃO PAULO ( 11 ) 3337-5746 / ( 11 ) 3331-8969 Não compartilhe , copie e cole . 🐾 💞 	 Nao
AVzAY43wmhia5XS5Oapp	I ' m at Play Locadora in São José dos Campos , São Paulo w / @_thaysapereira @amorim19rebeca https://t.co/CUW9j5A07J https://t.co/vlKfHBBfLj 	 Nao
AVzAYWl9mhia5XS5NyiA	Juventus insiste para ter Lyanco , mas São Paulo aumenta pedida https://t.co/0E0rSPnUbr https://t.co/ar8DfvU7Fh 	 Sim
AVzAaV8umhia5XS5QCtI	São Paulo 3 x 2 São Bento , Melhores Momentos , Paulistão 2017 https://t.co/Lr9T8BHAMr 	 Sim
AVzAZ8BTmhia5XS5PlKW	I ' m at Daniela Paes E Doces in São Paulo https://t.co/KbTfD9SP8i 	 Nao
AVzAZliQmhia5XS5PLA5	Com golaço de cobertura e falha de Denis , Palmeiras vence o São Paulo https://t.co/w7zCgaxVLv https://t.co/gL3jqJ3rG7 	 Sim
AVzAZWS-mhia5XS5O6BC	São Paulo tem as manhas todinha de tomar o empate ainda , tomara que não 	 Sim
AVzAaOkNmhia5XS5P6Up	@VamilyBrazil são paulo ou europa #QueroNoTVZ All Night - The Vamps 	 Nao
AVzAaZ2Bmhia5XS5QHXg	Helped nearby drivers by reporting a police trap on Av . Olavo Fontoura , São Paulo on @waze - Drive Social . https://t.co/37ElxOzFwY 	 Nao
AVzAaYiSmhia5XS5QFtK	I ' m at Praça da Bíblia in Poá , São Paulo https://t.co/FfcQGsoFkA 	 Nao
AVzAYPc8mhia5XS5NqjD	O Sindicato dos Motoristas e Trabalhadores em Transporte Rodoviário Urbano de São Paulo confirmou a interrupção a partir da 0h desta quarta 	 Nao
AVzAZcgxmhia5XS5PAlK	Por mais que teve as falhas o Palmeiras foi superior ao São Paulo 	 Sim
AVzAZzw2mhia5XS5Pbxp	Real Madrid e o São Paulo tem algo em comum , fazem gols ... mas levam gols demais , fora que erram cada gol feito , pqp 	 Sim
AVzAZ2Dzmhia5XS5Peqt	E pra você q está pensando em fazer um pião , pegue seu bobojaco e sua toca , porque faz 10 ° C em São Paulo 	 Nao
AVzAZLQ2mhia5XS5OuVw	Novas fotos da Lauren no show de São Paulo em abril de 2016 . https://t.co/AVBpv67EH9 	 Nao
AVzAZSwRmhia5XS5O1sa	o menino na sala ontem falando que açai é de são paulo , vai dormir meu cade teu pai 	 Nao
AVzAYvlEmhia5XS5OPq-	Era pra eu estar no cu de São Paulo e eu vim parar no Rio 	 Nao
AVzAYnoBmhia5XS5OGdE	OGloboPolitica : Pichador poderá reparar fachada para escapar de multa em São Paulo . https://t.co/hAEJx02sDn https://t.co/rNh0z6M2V0 : … 	 Nao
AVzAZPuumhia5XS5OzP0	São Paulo 4 x 1 Santo André , Paulistão 2017 https://t.co/OvgjCwlK1q 	 Sim
AVzAZI8Imhia5XS5OrtA	" MCTIC publica portaria que regula uso de canais virtuais de TV em São Paulo " #news #feedly https://t.co/OMSF8FS75u 	 Nao
AVzAZ2ezmhia5XS5PfOZ	Fãs organizam primeiro bloco temático de " Chaves " no Carnaval de São Paulo - NaTelinha https://t.co/FvNebzgfzr via @siteNaTelinha 	 Nao
AVzAYr0Wmhia5XS5OL4G	Exclusive : Alex Atala Will Rock São Paulo With New Restaurant https://t.co/fJ9wnZRPOo via @Eater 	 Nao
AVzAYgEfmhia5XS5N96r	não acredito que perdi kim taehyung cantando spine breaker na madrugada de sao paulo 	 Nao
AVzAaMk9mhia5XS5P4Kn	Flávinho o São Bento deu só 2 chutes no gol e vc vem falar que jogou igual contra o São Paulo ? Muito fraco o senhor #FSRadioBrasil 	 Sim
AVzAaUSxmhia5XS5QBnJ	Se eu dormir no busao eu vou parar só em são paulo 	 Nao
AVzAYVGKmhia5XS5NwmN	Geninho convoca 19 jogadores para enfrentar o São Paulo - https://t.co/NwJFLy7wWp https://t.co/sO1suxhVZ6 	 Sim
AVzAZfQqmhia5XS5PEPK	acréscimos até o são paulo fazer mais um gol 	 Sim
AVzAZLyFmhia5XS5Ou8Z	William Oliveira Souza William Mclaren Ancona 1905 - Itália Sao Paulo @william_mclaren https://t.co/EChwcCT6oE 	 Nao
AVzAYvp1mhia5XS5OPwW	Just posted a photo @ São Paulo , Brazil https://t.co/Ksd0ALyvYj 	 Nao
AVzAY_iTmhia5XS5OhlV	I ' m at Tentando Pensar Leve in São Paulo https://t.co/OPnXP0rFeb 	 Nao
AVzAZKyEmhia5XS5Ott9	Um casalzao da porra desses indo pra São Paulo , bicho https://t.co/Fop4fAKwnM 	 Nao
AVzAZfE3mhia5XS5PD83	Marcha das Mulheres . São Paulo , 2017 . #8M https://t.co/Q0Lwk114Fp 	 Nao
AVzAY5axmhia5XS5ObQk	São Paulo baianizou . É 100 dias de carnaval . 	 Nao
AVzAaY_nmhia5XS5QGPU	CARNAVAL 2017 - Fotos de festas e blocos , desfiles das escolas de Samba de São Paulo , dicas de maquiagem e saúde https://t.co/0X6IQjzqEZ 	 Nao
AVzAZv05mhia5XS5PWtN	@_dersp como está para ir para são Paulo saindo de Peruíbe 	 Nao
AVzAZwY5mhia5XS5PXct	Mora onde — São Paulo . https://t.co/GaRi0qxzXF 	 Nao
AVzAYMF3mhia5XS5NmFM	@AlePraetzel se o São Paulo jogasse todo jogo com eles , estavam liderando . 	 Sim
AVzAZ4VHmhia5XS5Pgr9	Os dois carecas q eu tenho crush sao Paulo Gustavo e o Merlin de #Kingsman 	 Nao
AVzAaRIMmhia5XS5P9lO	Começou a passar agora o carnaval de São Paulo 	 Nao
AVzAZ-lcmhia5XS5PolK	Sao Paulo agora . Apocalipsis https://t.co/obWHImd9In 	 Nao
AVzAZs4Lmhia5XS5PUMO	I ' m at Pavilhão de Exposições - @anhembiparque in São Paulo , SP https://t.co/IySRNub6BX 	 Nao
AVzAaXUnmhia5XS5QEDS	I ' m at Livre in São Paulo w / @andrecanova https://t.co/WP5EsFpKJv 	 Nao
AVzAZpH8mhia5XS5PPdc	Não olhei ainda ( não tenho imagens deste jogo ) , mas a TL registra ter sido de mão o gol de 3 x 1 do São Paulo . Olharei ao surgir do vídeo . 	 Sim
AVzAZdIhmhia5XS5PBeE	Vai passa uns dias em Sao Paulo que vcs vai ver oque é chuva msm 	 Nao
AVzAaaXdmhia5XS5QIBr	Acho que eu vou pra São Paulo com Rodrigo e namorada dele 	 Nao
AVzAaEaOmhia5XS5Pun7	Sem o Cueva o meio do São Paulo perde muito ! Falta criatividade , o Thiago Mendes jogou bem , o Araruna também , mas nenhum dos dois é armador ! 	 Sim
AVzAYaoqmhia5XS5N39v	Tempinho tão perfeito que parece aquele gol do Dudu em cima do São Paulo 	 Sim
AVzAaMk7mhia5XS5P4DI	Blocos de rua no carnaval de São Paulo nesta segunda ; FOTOS https://t.co/ij5D3gENpS 	 Nao
AVzAaAA1mhia5XS5Pqit	Hoje é dia de sofrer , pq HOJE TEM SÃO PAULO jogando 	 Sim
AVzAZhSdmhia5XS5PG3v	Equipe SESI - SP no Parapan de Jovens São Paulo 2017 . Amanhã será a abertura , firmes e confiantes … https://t.co/aJDlCeM7ji 	 Nao
AVzAYHABmhia5XS5Ng_t	APARTAMENTOS À VENDA EM SÃO PAULO : Apartamento à venda em Brooklin , São Paulo - SP https://t.co/XbCpOToF9r 	 Nao
AVzAY_iTmhia5XS5OhmW	São Paulo vence ABC por 3 a 1 na Copa do Brasil https://t.co/LUUvD1GhRc https://t.co/khu4sikQrG 	 Sim
AVzAZzZBmhia5XS5PbRr	Arena Pantanal é vetada pela CBF para receber PSTC e São Paulo https://t.co/pBT8paqNdp 	 Nao
AVzAYvYgmhia5XS5OPWo	Centro Paula Souza - Etec , Fatec , Vestibular , Vestibulinho , Ensino Gratuito , Cursos Gratuitos , Governo de São Paulo https://t.co/dAu6RVHFbk 	 Nao
AVzAYjSDmhia5XS5OB5N	I ' m at Posto 2 Pistas ( Ipiranga ) in São Paulo , SP https://t.co/oodkmgDoTE 	 Nao
AVzAZDZ5mhia5XS5Ol5W	espero que nesse 2t o são paulo resolva jogar 	 Sim
AVzAYfVKmhia5XS5N8-U	🤔 ( @ Aeropuerto Internacional de São Paulo / Guarulhos - @gruairportsp in Guarulhos , São Paulo ) https://t.co/3kjUTfVU5H 	 Nao
AVzAYiPHmhia5XS5OApr	I ' m at Companhia Athletica in São Paulo , SP https://t.co/uZI32B69pt 	 Nao
AVzAYxRgmhia5XS5OR1D	Grupo Purpose Tour - São Paulo : https://t.co/AQArSSC7VS 	 Nao
AVzAZWZwmhia5XS5O6G9	Eu fui pra São Paulo ontem e acho q tava tendo um encontro lgbt porq a cada 10 passos q eu dava eu via um casal gay . Me senti em casa 	 Nao
AVzAZgpZmhia5XS5PF_1	Just posted a photo @ São Paulo , Brazil https://t.co/PhEXiNneGG 	 Nao
AVzAYSI8mhia5XS5NuDn	😄 @ São Paulo Fashion Week https://t.co/tbvsiUPcx4 	 Nao
AVzAaMGdmhia5XS5P3fg	i ' m from sao paulo https://t.co/kLo31oUxmZ 	 Nao
AVzAYymtmhia5XS5OTgI	Em São Paulo , padre critica machismo , homofobia e Bolsonaro https://t.co/kQl7mHSqta https://t.co/NomGhCxDYv 	 Nao
AVzAZ_61mhia5XS5PqYB	@osdonosdabola são Paulo vai ser campeão esse ano dá copa do Brasil 	 Sim
AVzAYb_kmhia5XS5N5Mh	💦 💦 @ Santos , Sao Paulo , Brazil https://t.co/YI0KWjpPnA 	 Nao
AVzAY43umhia5XS5Oaix	Sem suspensos para clássico com Palmeiras , São Paulo segue com Maicon como dúvida https://t.co/qlmqKNFvLZ https://t.co/A3uXDVEIc5 	 Sim
AVzAZXUAmhia5XS5O7Qy	Já já palmeiras e são Paulo e eu no curso ahahahaha 	 Sim
AVzAYtY_mhia5XS5OMr_	@GisKook o de São Paulo ? 	 Nao
AVzAYrPamhia5XS5OLHC	#EXPEDIENTEFUTEBOL Se o Palmeiras jogar como contra o São Paulo quarta feira teremos uma goleada na Arena 	 Sim
AVzAaGinmhia5XS5Pxeg	TUDO PARA FESTAS E CASAMENTOS EM SÃO PAULO https://t.co/bvus5Vz8UO https://t.co/qtl3TouuaM 	 Nao
AVzAZwY4mhia5XS5PXY5	Mirassol x Sao Paulo Ao Vivo : https://t.co/cucA5OiKrn via @YouTube 	 Sim
AVzAYVXXmhia5XS5NxAa	I ' m at Jardim São Paulo in Recife , Pernambuco https://t.co/EZWJLcu9Gk 	 Nao
AVzAZ9jEmhia5XS5PnSc	Vagas p / Auxiliar Técnico de Farmácia - Vagas Temporária - Associação Comunitária Monte Azul - São Paulo / SP - https://t.co/UXpuo4AvmO 	 Nao
AVzAY4KPmhia5XS5OZwJ	Massagista São Paulo Oriental Japonesa – Ayumi - F : ( 11 ) 95377-7871 - https://t.co/v1OMpyqwZb https://t.co/Ki5AC23RvY 	 Nao
AVzAZvjQmhia5XS5PWTT	Alguém sabe oque vai ter de bom em São Paulo no carnaval ? Retweeta ai galera ! #timBETA #TimBetaAjudaTimBeta #betalab #blablablametro 	 Nao
AVzAY8W5mhia5XS5OfKU	🌶 🍹 🍷 APIMENTADOS - OpenBar - SP 🍸 🍺 🌶 . Sábado #18Março acontece uma Super Festa TOTALMENTE OPENBAR em SÃO PAULO , ... https://t.co/dHFRzv6BLg 	 Nao
AVzAZliRmhia5XS5PLGK	#TrocadePasses pelo que o Luis Araújo tem jogado pelo são Paulo ele teria alguma chance nessa seleção brasileira ? 	 Sim
AVzAZl9Fmhia5XS5PLiI	Aumenta em cerca de 200% o número de turistas no Carnaval de São Paulo em 2017 | Revista Publiracing https://t.co/T5nL5qDO2U 	 Nao
AVzAaDEDmhia5XS5Ps3W	Thiago Servo - Só Da Você ( DVD O Mensageiro ) [ Ao vivo em São Paulo ] @euthiagoservo 🎤 🎶 🎶 🎶 🎶 🎶 ❤ ️ 👏 https://t.co/0JlP5dl1tH 	 Nao
AVzAZzkLmhia5XS5PbfH	Condutora passa mal e trens se chocam na região metropolitana de São Paulo - https://t.co/CKkGfoiN54 	 Nao
AVzAZMZ8mhia5XS5Ovpt	PFE @Microsoft Sao Paulo https://t.co/cj8SljdsIN #AccountManager #Microsoft #Permanent 	 Nao
AVzAZDw1mhia5XS5OmV4	Daniela Mercury vai arrastar uma multidão em São Paulo com seu Bloco ‘ Pipoca da Rainha ’ . https://t.co/5aMIVqw25x 	 Nao
AVzAZD1Tmhia5XS5Omab	Acadêmicos do Tatuapé é a campeã do grupo especial em São Paulo https://t.co/wwtc0Oazrk 	 Nao
AVzAZ7eXmhia5XS5PkgV	Vamos pra Caraguatatuba ! A praia nos espera ! 😁 😁 😁 #brazil #road #trip #33 #hot @ São Paulo , Brazil https://t.co/ktYR6oBdqT 	 Nao
AVzAaVokmhia5XS5QCYT	#betomoreno #cantor #sertanejo #saopaulo #sp #musica #amo #adoro #ficaadica @ São Paulo , Brazil https://t.co/S1r5LqeMSm 	 Nao
AVzAYlP5mhia5XS5ODQu	RT g1 " Doria diz que guarda civil tem autonomia para autuar após guardas serem vistos multando em São Paulo … https://t.co/UGY57rgrzr " 	 Nao
AVzAZD7Tmhia5XS5Omie	I ' m at AMARO in São Paulo , SP https://t.co/TsDZ8ewl7k 	 Nao
AVzAZLL_mhia5XS5OuOr	e ja sao tres meses sem ver a luiza e ainda falta dois pra mim ir pra sao paulo . 	 Nao
AVzAYqDTmhia5XS5OJgj	Último fim de semana do verão será frio e chuvoso em São Paulo https://t.co/bc1hzEEnak 	 Nao
AVzAaHAymhia5XS5PyEC	minha mãe não quer que eu vá com a blusa do São Paulo amanhã só pq eu volto de ônibus .... caguei 	 Sim
AVzAYNrqmhia5XS5NoI_	São paulo ta voando , esse ano nois leva essa porra de copa do brasil ! 	 Sim
AVzAZX2umhia5XS5O8Fs	Logística dificulta e Palmeiras terá time misto contra o São Paulo https://t.co/wCoXoCCCqN 	 Sim
AVzAYgdomhia5XS5N-ai	Por incrível q pareça não tô puta pq o São Paulo tá perdendo kkkkk tô de buenas 	 Sim
AVzAYwpDmhia5XS5OQ88	pega akele campinho de futebol q tonha la em sao paulo cai na mesma situação 	 Nao
AVzAZzBzmhia5XS5Pa06	I ' m at Campo Belo - @sp_prefeitura in São Paulo , SP https://t.co/0QFXU49SGs 	 Nao
AVzAZUg5mhia5XS5O3oN	Todo dia um problema diferente no metrô / cptm de são paulo 	 Nao
AVzAZdaJmhia5XS5PBvM	@neyoliveira_61 Fico impressionada com tem gente que não quer ver a realidade , o Foro de São Paulo sendo implantado rapidamente . 	 Nao
AVzAZOHcmhia5XS5OxK9	Que tal ampliar seu conhecimento e ainda fazer um belo networking ? RD on the Road - São Paulo https://t.co/tWa8d831lY 	 Nao
AVzAZ_TGmhia5XS5PpmX	Meu pai ta mais louco que o Batman , jogo do são Paulo . Tem tudo pra dar merda . 	 Sim
AVzAZKqHmhia5XS5OtrD	Se ela não morasse em São Paulo eu até chamaria 	 Nao
AVzAaQBImhia5XS5P8Iz	São Paulo domina o jogo todo pra chegar nos últimos 10 minutos e estragar tudo 	 Sim
AVzAYelomhia5XS5N8BT	Chuva deixa Zona Leste de São Paulo em estado de atenção para alagamentos https://t.co/Fjl1gIehWZ https://t.co/sysb7Ra8kd 	 Nao
AVzAYguImhia5XS5N-xk	Com nariz quebrado , Pratto pode perder jogos pelo São Paulo https://t.co/JNcHXvgfOp 	 Sim
AVzAaQSXmhia5XS5P8i9	Queria voltar pra São Paulo , pq RJ tá uma merda 	 Nao
AVzAZDA9mhia5XS5OlaV	SÃOPAULO Santos no inferno , Corinthians no caixão , Palmeiras lá em cima , São Paulo campeão ! SÃOPAULO 	 Sim
AVzAYnISmhia5XS5OF3k	@luisnassif Há mais de 20 anos os TUCANOS REINAM em SÃO PAULO , o estado mais RICO , 60% do PIB ... E os BABACAS preocupados com o PT 	 Nao
AVzAaQ2emhia5XS5P9L-	... amanhã tem lançamento #TrapBands 🔥 🔥 🔥 @5pra1 @ São Paulo , Brazil https://t.co/R9NAHPCglV 	 Nao
AVzAYxjImhia5XS5OSH0	Paciente é executado a tiros por bandidos dentro de hospital público em Guarulhos , na Grande São Paulo . https://t.co/4LkCxBVXvo 	 Nao
AVzAYQAMmhia5XS5NrM6	#Repost afranioelq with @repostapp ・ ・ ・ conecte - se !!! @ São Paulo , Brazil https://t.co/cogCtCTLjv 	 Nao
AVzAYwPimhia5XS5OQd0	Chato ser adulto ( @ 16º Tabelião de Notas in São Paulo , SP ) https://t.co/sQjhd7eAt8 	 Nao
AVzAYYS6mhia5XS5N04h	#PoesiaDeSaturno 💭 🌸 [ 1 / 2 ] 🌸 @ Masp - Av . Paulista - Sao Paulo https://t.co/3JQnU6ibSn 	 Nao
AVzAY0cpmhia5XS5OV-L	I ' m at Rua Crescêncio Pereira Santos in Jandira , São Paulo https://t.co/8CCxhd3eUv 	 Nao
AVzAZeaymhia5XS5PDGh	2 min · São Paulo · Nada de baile , hoje é culto . iboa Curtir Comentar 	 Nao
AVzAYKFMmhia5XS5Nj80	I ' m at Big Bread Padaria & amp ; Confeitaria in São Paulo , SP https://t.co/ZwxbkNTPiN 	 Nao
AVzAY5qNmhia5XS5ObnF	@neocoly @mirisdesu são quase 2 horas de viagem de Mato Grosso até São Paulo , vai ser no horário previsto 	 Nao
AVzAZe0gmhia5XS5PDqq	Luiz Araújo inferniza ABC - RN , e São Paulo encaminha classificação na Copa do Brasil : São Paulo abriu vantagem de … https://t.co/nxTwA8TNoq 	 Sim
AVzAZC4Tmhia5XS5OlZP	Wow !! João Sousa 6-3 6-1 contra o Fede Delbonis , e meias - finais em São Paulo . Fantástico . 	 Nao
AVzAYzR5mhia5XS5OUXF	#salve #quebrada dos #monstros ZO #haha @ Osasco , Sao Paulo https://t.co/1GQDHltW7Z 	 Nao
AVzAYKR9mhia5XS5NkGC	#CONEXAOEI Maior Virada Que Eu Já Vi Foi Bahia 4 X 3 São Paulo 2012 No Estádio De Pituaçu !!!! 	 Sim
AVzAYWZLmhia5XS5NyXu	Esse Dênis do São Paulo precisa arrumar outra . profissão 	 Sim
AVzAZ7eWmhia5XS5PkcM	Cerimônia de posse na Junta Militar ... @ São Sebastião , São Paulo https://t.co/e8F5z2Mqi7 	 Nao
AVzAYIdnmhia5XS5Ni5T	❤ ️ 💑 @ Cotia , Sao Paulo , Brazil https://t.co/plLwdsda6b 	 Nao
AVzAaGKcmhia5XS5PxBe	Vaga para São Paulo - SP : Atendente De Televendas Ativo METRÔ SÃO BENTO https://t.co/MCxsNnC5nw 	 Nao
AVzAZrI_mhia5XS5PSCL	Rumo a São Paulo , encontrar os profs e seguir para o maior Festival de Educacao do Mundo ! #SXSWEdu #FundacaoLemannTransforma #NovaEscola 	 Nao
AVzAaEgZmhia5XS5PuwM	Dorival Júnior : " Temos interesse no Paulista e Libertadores . Um bom resultado em São Paulo não dá garantia nenhuma no jogo de Lima " #trSR 	 Nao
AVzAYXqemhia5XS5N0Fd	Átrio Vila Madalena - Apartamento - São Paulo , SP https://t.co/f8GYOi7yf1 	 Nao
AVzAZmkEmhia5XS5PMHi	Formação e deslocamento das chuvas sobre a região Oeste do estado de São Paulo , as chuvas fortes estão nas ... https://t.co/yoFmXb1pOe 	 Nao
AVzAYlkQmhia5XS5ODnF	Eu só queria morar em São Paulo pra pelo menos falar " ah eu moro perto do local onde vai ser o show " 	 Nao
AVzAYe84mhia5XS5N8b5	Pinacoteca de São Paulo São Paulo , Brazil The Pinacoteca de São Paulo is a museum of the visual arts with an ... … https://t.co/tqY2rfG2IJ 	 Nao
AVzAYfbPmhia5XS5N9A1	Roni Ferreira na Ladeira de Porto no centro de São Paulo Ao Vivo : https://t.co/c5cUGMKf69 via @YouTube 	 Nao
AVzAaT4Dmhia5XS5QBIx	Um 40% dos Assuntos do Momento na segunda - feira 20 em São Paulo foram hashtags : https://t.co/qqYub0xUfX #trndnl 	 Nao
AVzAZgHfmhia5XS5PFUG	Erros de arbitragem ajudam , e São Paulo goleia o Santo André https://t.co/kJesSs2cJc vía @UOLEsporte @UOL #VERGONHOSO ! 	 Sim
AVzAYOXUmhia5XS5NpBW	GLOBAL EMPREGOS L SP https://t.co/tQp0zAt94E oferece vaga para São Paulo - SP : Assistente De Seguros Tamboré https://t.co/jM3t5mdyM8 	 Nao
AVzAaR92mhia5XS5P-pY	@ShawnMendes come to São Paulo in Brazil !!!! we love u ❤ 	 Nao
AVzAYgLCmhia5XS5N9_n	@juliogomesfilho irreconhecível nisso são Paulo sem CUEVAS e sem SIDÃO . Pra mim DENIS e pra ser o 3 ou 4 goleiro do SPFC .. 	 Sim
AVzAZ2ojmhia5XS5PfW4	Gostei de um vídeo @YouTube https://t.co/LFeohQ2HPM São Paulo x São Bento ao vivo 	 Sim
AVzAYHRWmhia5XS5NhYp	o amigo da minha mãe tá levando o time do Flamengo p São Paulo 	 Sim
AVzAZPigmhia5XS5Oy_I	I ' m at Pastel da Maria Tatuapé in São Paulo , SP https://t.co/tHjQJypGWB 	 Nao
AVzAZlXJmhia5XS5PK2q	I ' m at ETEC Parque da Juventude in São Paulo , SP https://t.co/TwUf6uhw4A 	 Nao
AVzAZYVFmhia5XS5O8sv	I ' m at Bela Vista - @sp_prefeitura in São Paulo , SP w / @klenilson_silva https://t.co/pbqNVV342o 	 Nao
AVzAYRYWmhia5XS5NtCL	Gostei de um vídeo @YouTube https://t.co/V6zTrA34uu THE WINGS TOUR IN SÃO PAULO ( BRAZIL ) LIVE STREAM ( 19 / 03 ) 	 Nao
AVzAYjGBmhia5XS5OBwa	@SporTV São Paulo que é bom vcs não passaram ontem né . Lamentável . 	 Sim
AVzAZDG2mhia5XS5OliV	São Paulo no 4-1-4-1 , com Jucilei sendo o primeiro volante e Pratto como jogador mais avançado 	 Sim
AVzAaPIamhia5XS5P6-0	Começou a pré - venda do nosso novo trabalho , CD e DVD " Ao vivo em São Paulo . Adquira na loja de sua preferência ... https://t.co/pa64jka9Ez 	 Nao
AVzAYzR5mhia5XS5OUWe	Preço médio do m² para venda cai pela quarta vez consecutiva em São Paulo → https://t.co/LHbU8w5Wdm https://t.co/Qi77dPD1Sf 	 Nao
AVzAZ1vNmhia5XS5PeSn	Torcida do Corinthians é igual a dos 3 rivais somados na cidade de São Paulo https://t.co/HPFPqi3IXW by … https://t.co/4q5GtecjxB 	 Nao
AVzAZp4Wmhia5XS5PQbw	São Paulo 3 x 1 com 2 gols roubados mas ta bom kkk 	 Sim
AVzAaD4Cmhia5XS5Pt53	Último dia das Escolas de Samba de São Paulo . Adorooooo . 😁 😀 😁 😀 @RedeGlobo Sou de Palmares - PE . Não perco por nada . #Globeleza 	 Nao
AVzAZ1vNmhia5XS5PeS3	Já já tem Bentão contra São Paulo . Vamo ganha Bentô .... Vamo ganha Bento 	 Sim
AVzAZqRtmhia5XS5PQ6W	I ' m at Lava Rápido The Flash in São Paulo w / @rsaboia25 @kellybh1 @may_olliveira26 @ricardo29pesa @keillavivan https://t.co/Rb41tSU1Yb 	 Nao
AVzAYtpfmhia5XS5ONBL	Notícia : Bancos são sete dos dez maiores devedores para a prefeitura de São Paulo . #SP #calote … https://t.co/Iugsd1vZr9 	 Nao
AVzAZh21mhia5XS5PHot	RATIER toma los vampiros como inspiración para su desfile en São Paulo Fashion Week https://t.co/K1t6Bv4h4j #SPFW #SPFWN43 	 Nao
AVzAZI0Rmhia5XS5Ori4	DIA - 08/03/2017 - 17hs - DIA INTERNACIONAL DA MULHER - PRAÇA DA SÉ - SÃO PAULO - M2U06486 : https://t.co/Q97C2A2Pxv via @YouTube 	 Nao
